Text,NLL,Sentiment_Score,Potential_Energy,Kinetic_Energy,Lambda,Acceptance_rate,Accepted
 Flamboyant was looking to return to his own country to work and move back to,0,0,61.4084587097168,18.550508197985195,10.0,"tensor([0.2923], device='cuda:0', grad_fn=<ExpBackward0>)",0
 Flamboyant was looking to return to his own country to work and move back to,0,0,61.42036437988281,20.362677323190788,10.048832893371582,"tensor([0.0479], device='cuda:0', grad_fn=<ExpBackward0>)",0
 Flamboyant was looking to return to his own country to work and move back to,0,0,61.42034149169922,22.645506206311676,10.048832893371582,"tensor([0.0044], device='cuda:0', grad_fn=<ExpBackward0>)",0
 Flamboyant was looking to return to his own country to work and move back to,0,0,61.42036056518555,19.198009290193255,10.048832893371582,"tensor([0.2377], device='cuda:0', grad_fn=<ExpBackward0>)",1
 Flamboyant was looking to return to his own country to work and move back to,0,0,61.42033004760742,18.66941431949013,10.048832893371582,"tensor([0.2389], device='cuda:0', grad_fn=<ExpBackward0>)",0
 Flamboyant was looking to return to his own country to work and move back to,0,0,61.42033386230469,18.983057925575658,10.048832893371582,"tensor([0.1970], device='cuda:0', grad_fn=<ExpBackward0>)",0
 Flamboyant was looking to return to his own country to work and move back to,0,0,61.42036437988281,20.03850515265214,10.048832893371582,"tensor([0.0549], device='cuda:0', grad_fn=<ExpBackward0>)",0
 Flamboyant was looking to return to his own country to work and move back to,0,0,61.42036819458008,19.04461669921875,10.048832893371582,"tensor([0.2113], device='cuda:0', grad_fn=<ExpBackward0>)",0
 Flamboyant was looking to return to his own country to work and move back to,0,0,61.420345306396484,18.9736328125,10.048832893371582,"tensor([0.1954], device='cuda:0', grad_fn=<ExpBackward0>)",0
 Flamboyant was looking to return to his own country to work and move back to,0,0,61.42038345336914,21.257974725020556,10.048832893371582,"tensor([0.0194], device='cuda:0', grad_fn=<ExpBackward0>)",0
 Flamboyant was looking to return to his own country to work and move back to,0,0,61.42036437988281,19.47004137541118,10.048832893371582,"tensor([0.1738], device='cuda:0', grad_fn=<ExpBackward0>)",0
 Flamboyant was looking to return to his own country to work and move back to,0,0,62.624595642089844,19.252467105263158,14.980937004089355,"tensor([0.1627], device='cuda:0', grad_fn=<ExpBackward0>)",0
 Flamboyant was looking to return to his own country to work and move back to,0,0,62.62458419799805,18.618629857113486,14.980937004089355,"tensor([0.2130], device='cuda:0', grad_fn=<ExpBackward0>)",0
 Flamboyant was looking to return to his own country to work and move back to,0,0,62.62459182739258,18.940053839432565,14.980937004089355,"tensor([0.1949], device='cuda:0', grad_fn=<ExpBackward0>)",0
 Flamboyant was looking to return to his own country to work and move back to,0,0,62.62461471557617,19.41754311009457,14.980937004089355,"tensor([0.1051], device='cuda:0', grad_fn=<ExpBackward0>)",0
 Flamboyant was looking to return to his own country to work and move back to,0,0,62.62460708618164,18.702159680818255,14.980937004089355,"tensor([0.1932], device='cuda:0', grad_fn=<ExpBackward0>)",1
 Flamboyant was looking to return to his own country to work and move back to,0,0,62.62458038330078,20.082480982730264,14.980937004089355,"tensor([0.0557], device='cuda:0', grad_fn=<ExpBackward0>)",0
 Flamboyant was looking to return to his own country to work and move back to,0,0,62.624595642089844,19.593955592105264,14.980937004089355,"tensor([0.1029], device='cuda:0', grad_fn=<ExpBackward0>)",0
 Flamboyant was looking to return to his own country to work and move back to,0,0,62.62459182739258,19.36260986328125,14.980937004089355,"tensor([0.1139], device='cuda:0', grad_fn=<ExpBackward0>)",0
 Flamboyant was looking to return to his own country to work and move back to,0,0,62.624595642089844,19.597733347039473,14.980937004089355,"tensor([0.0860], device='cuda:0', grad_fn=<ExpBackward0>)",0
 Flamboyant was looking to return to his own country to work and move back to,0,0,62.624576568603516,23.980989155016445,14.980937004089355,"tensor([0.0009], device='cuda:0', grad_fn=<ExpBackward0>)",0
 Flamboyant was looking to return to his own country to work and move back to,0,0,65.0250244140625,20.24663503546464,24.812097549438477,"tensor([0.0423], device='cuda:0', grad_fn=<ExpBackward0>)",0
 Flamboyant was looking to return to his own country to work and move back to,0,0,65.0250244140625,21.585439581620065,24.812097549438477,"tensor([0.0135], device='cuda:0', grad_fn=<ExpBackward0>)",0
 Flamboyant was looking to return to his own country to work and move back to,0,0,65.02507019042969,22.10231740851151,24.812097549438477,"tensor([0.0098], device='cuda:0', grad_fn=<ExpBackward0>)",0
 Flamboyant was looking to return to his own country to work and move back to,0,0,65.02499389648438,35.59743138363487,24.812097549438477,"tensor([1.0921e-08], device='cuda:0', grad_fn=<ExpBackward0>)",0
 Flamboyant was looking to return to his own country to work and move back to,0,0,65.0250015258789,20.650287828947366,24.812097549438477,"tensor([0.0515], device='cuda:0', grad_fn=<ExpBackward0>)",0
" Flamboyant was looking to return to his own country, work and move back to",0,0,67.86610412597656,21.958675986842103,24.812097549438477,"tensor([0.0004], device='cuda:0', grad_fn=<ExpBackward0>)",0
 Flamboyant was looking to return to his own country to work and move back to,0,0,65.02499389648438,20.465661299856084,24.812097549438477,"tensor([0.0472], device='cuda:0', grad_fn=<ExpBackward0>)",0
 Flamboyant was looking to return to his own country to work and move back to,0,0,65.02503204345703,20.172292608963815,24.812097549438477,"tensor([0.0464], device='cuda:0', grad_fn=<ExpBackward0>)",0
 Flamboyant was looking to return to his own country to work and move back to,0,0,65.02500915527344,21.90549027292352,24.812097549438477,"tensor([0.0088], device='cuda:0', grad_fn=<ExpBackward0>)",0
 Flamboyant was looking to return to his own country to work and move back to,0,0,65.02498626708984,27.342066714638158,24.812097549438477,"tensor([3.5435e-05], device='cuda:0', grad_fn=<ExpBackward0>)",0
 FlamURESant was looking to return to his own country to work and move back to,0,0,96.413330078125,22.980703253495065,39.559417724609375,"tensor([3.2264e-15], device='cuda:0', grad_fn=<ExpBackward0>)",0
 Flamboyant was looking to return to his own country to work and move back to,0,0,68.62577819824219,22.703536184210524,39.559417724609375,"tensor([0.0041], device='cuda:0', grad_fn=<ExpBackward0>)",0
" Flamboyant was looking to return to his own country, work and move back to",0,0,71.5197982788086,21.961647435238486,39.559417724609375,"tensor([0.0006], device='cuda:0', grad_fn=<ExpBackward0>)",0
 Flamboyant was looking to return to his own country to work and move back to,0,0,68.62578582763672,24.512203818873353,39.559417724609375,"tensor([0.0009], device='cuda:0', grad_fn=<ExpBackward0>)",0
 Flamboyant was looking to return to his own country to work and move back to,0,0,68.62574005126953,22.744722065172695,39.559417724609375,"tensor([0.0047], device='cuda:0', grad_fn=<ExpBackward0>)",0
 Flamboyant was looking to return to his own country to work and move back to,0,0,68.62580108642578,26.291556910464635,39.559417724609375,"tensor([0.0001], device='cuda:0', grad_fn=<ExpBackward0>)",0
 Flamboyant was looking to return to his own country to work and move back to,0,0,68.62577819824219,21.562898334703945,39.559417724609375,"tensor([0.0151], device='cuda:0', grad_fn=<ExpBackward0>)",0
 FirmFKlamboyant was looking to return to his own country to work and move back to,0,0,111.04894256591797,23.417395340768913,39.559417724609375,"tensor([1.0106e-21], device='cuda:0', grad_fn=<ExpBackward0>)",0
 Flamboyant was looking to return to his own country to work and move back to,0,0,68.62577819824219,21.71153660824424,39.559417724609375,"tensor([0.0080], device='cuda:0', grad_fn=<ExpBackward0>)",0
 Flamboyant was looking to return to his own country to work. move back to,0,0,87.86152648925781,21.974686472039473,39.559417724609375,"tensor([3.9788e-11], device='cuda:0', grad_fn=<ExpBackward0>)",0
 Flamboyant was looking to return to his own country to work and move back to,0,0,73.41934967041016,25.84702019942434,59.19203567504883,"tensor([0.0002], device='cuda:0', grad_fn=<ExpBackward0>)",0
" Flamboyant was looking to return to his own country, work and move back to",0,0,76.38381958007812,25.68821957236842,59.19203567504883,"tensor([1.2456e-05], device='cuda:0', grad_fn=<ExpBackward0>)",0
 Flamboyant was looking to return to his own country to work and move back to,0,0,73.41934204101562,26.67107511821546,59.19203567504883,"tensor([0.0001], device='cuda:0', grad_fn=<ExpBackward0>)",0
 Flamboyant was looking to return to his own country to work and move back to,0,0,73.41934204101562,28.76720548930921,59.19203567504883,"tensor([9.2828e-06], device='cuda:0', grad_fn=<ExpBackward0>)",0
 Flamboyant was looking to return to his own country to work and move back to,0,0,73.41937255859375,31.626390959087168,59.19203567504883,"tensor([7.5942e-07], device='cuda:0', grad_fn=<ExpBackward0>)",0
 Flamolsant was looking to return to his own country to work and move back to,0,0,93.4369125366211,25.460155286287005,59.19203567504883,"tensor([6.5360e-13], device='cuda:0', grad_fn=<ExpBackward0>)",0
" Flamboyant was looking to return to his own country, work and move back to",0,0,76.38384246826172,26.68720446134868,59.19203567504883,"tensor([3.4961e-06], device='cuda:0', grad_fn=<ExpBackward0>)",0
 Flamboyant was looking to return to his own country to work and move back to,0,0,73.41936492919922,26.96990966796875,59.19203567504883,"tensor([4.6497e-05], device='cuda:0', grad_fn=<ExpBackward0>)",0
 Flamboyant was looking to return to his own country to work and move back to,0,0,73.41936492919922,34.85719700863487,59.19203567504883,"tensor([2.5430e-08], device='cuda:0', grad_fn=<ExpBackward0>)",0
essentialFlamboyant was looking to return to his own country to work and move back to,0,0,97.11247253417969,26.257809287623353,59.19203567504883,"tensor([7.5654e-15], device='cuda:0', grad_fn=<ExpBackward0>)",0
 Flamboyant was looking to return to his own country to work and move back to,0,0,79.40496826171875,36.5047607421875,83.7068099975586,"tensor([4.6256e-09], device='cuda:0', grad_fn=<ExpBackward0>)",0
" Flameryant was looking to return to his own country, work and move back to",0,0,90.4144058227539,31.369747764185853,83.7068099975586,"tensor([1.1814e-11], device='cuda:0', grad_fn=<ExpBackward0>)",0
 Flamboyant was looking to return to his own country to work and move back to,0,0,79.40496826171875,31.626760382401315,83.7068099975586,"tensor([6.0416e-07], device='cuda:0', grad_fn=<ExpBackward0>)",0
