Text,Fluency Loss,Sentiment Loss,Potential Energy,Kinetic Energy,Lambda,Accepted
" a woman who was already being fucked, was not available to take part in it.  Thus it is not appropriate that she be forced to suck on the",94.6805648803711,0.518833577632904,99.86890411376953,3.8886456113873105,10.0,1
" a woman who was already being fucked, was not available to take part in it.  Therefore it is not appropriate that she be forced to suck on the",94.6805648803711,0.518833577632904,99.42231750488281,6.206201171875,10.0,0
" a woman who was already being fucked, was not available to take part in it.  Thus it is not appropriate that she be forced to suck on the",94.6805648803711,0.518833577632904,99.92293548583984,7.041107362689394,10.103996276855469,0
" a woman who was already being fucked, was not available to take part in it.  Thus it is not appropriate that she be forced to suck on the",94.6805648803711,0.518833577632904,99.92285919189453,6.489481238162878,10.103996276855469,0
" a woman who was Skydragon being fucked, was not available to take part in it.  Thus it is not appropriate that she be forced to suck on the",94.6805648803711,0.518833577632904,125.0916748046875,5.632684881036932,10.103996276855469,0
" a woman who was already being fucked, was not available to take part in it.  Thus it is not appropriate that she be forced to suck on the",94.6805648803711,0.518833577632904,99.92291259765625,5.555358516808712,10.103996276855469,1
" a woman who was already being fucked, was not available to take part in it.  Thus it is not appropriate that she be forced to suck on the",94.68061828613281,0.5188336372375488,99.92292785644531,7.060064512310606,10.103996276855469,0
" a woman who was already being fucked, was not available to take part in it.  Thus it is not appropriate that she be forced to suck on the",94.68061828613281,0.5188336372375488,99.92289733886719,6.97230927438447,10.103996276855469,0
" a woman who was already being fucked, was not available to take part in it.  Thus it is not appropriate that she be forced to suck on the",94.68061828613281,0.5188336372375488,99.92286682128906,6.536868193655303,10.103996276855469,0
" a woman who was already being fucked, was not available to take part in it.  Thus it is not appropriate that she be forced to suck on the",94.68061828613281,0.5188336372375488,99.92292785644531,4.7269220525568185,10.103996276855469,0
"DragonMagazinea woman who was already being fucked, was not available to take part in it.  Thus it is not appropriate that she be forced to suck on the",94.68061828613281,0.5188336372375488,137.7884521484375,5.676512932054925,10.103996276855469,0
" a woman who was already being fucked, was not available to take part in it.  Thus it is not appropriate that she be forced to suck on the",94.68061828613281,0.5188336372375488,99.92291259765625,4.878272224195076,10.103996276855469,1
" a woman who was already being aroused, was not available to take part in it.  Thus the is not appropriate that she be forced to suck on a",94.68061828613281,0.5188333988189697,120.87159729003906,6.208791281960227,20.580551147460938,0
" a woman who was already being fucked, was not available to take part in it.  Thus it is not appropriate that she be forced to suck on the",94.68061828613281,0.5188333988189697,105.35842895507812,6.623530717329546,20.580551147460938,0
