Text,NLL,Sentiment_Score,Potential_Energy,Kinetic_Energy,Lambda,Acceptance_rate,Accepted
" the human race was being driven from the Earth, and the future was to be governed",0,0,53.34844970703125,2.246883030941612,0.0,"tensor([0.5003], device='cuda:0', grad_fn=<ExpBackward0>)",1
" the human race was being driven from the Earth, and the future was to be governed",0,0,53.34849548339844,2.3256437602796054,0.003209698246791959,"tensor([0.4687], device='cuda:0', grad_fn=<ExpBackward0>)",1
" the human race was being driven from the Earth, and the future was to be governed",0,0,53.34904479980469,4.901349840666119,0.03851635754108429,"tensor([0.0344], device='cuda:0', grad_fn=<ExpBackward0>)",0
" the human race was being driven from the Earth, and the future was to be governed",0,0,53.350135803222656,6.392282586348684,0.1059199869632721,"tensor([0.0078], device='cuda:0', grad_fn=<ExpBackward0>)",0
" the human race was being driven from the Earth, and the future was to be governed",0,0,53.35169982910156,2.5556666324013158,0.20310759544372559,"tensor([0.3691], device='cuda:0', grad_fn=<ExpBackward0>)",0
" the human race was being driven from the Earth, and the future was to be governed",0,0,53.353782653808594,2.6312647769325657,0.332392156124115,"tensor([0.3350], device='cuda:0', grad_fn=<ExpBackward0>)",0
" the human race was being driven from the Earth, and the future was to be governed",0,0,53.35637283325195,2.674994378340872,0.4937736988067627,"tensor([0.3241], device='cuda:0', grad_fn=<ExpBackward0>)",1
" the human race was being driven from the Earth, and the future was to be governed",0,0,53.35947036743164,4.426852256373355,0.687252402305603,"tensor([0.0558], device='cuda:0', grad_fn=<ExpBackward0>)",0
" the human race was being driven from the Earth, and the future was to be governed",0,0,53.36309814453125,2.8985563579358553,0.9128280282020569,"tensor([0.2476], device='cuda:0', grad_fn=<ExpBackward0>)",1
" the human race was being driven from the Earth, and the future was to be governed",0,0,53.36720657348633,3.958919163754112,1.170500636100769,"tensor([0.0871], device='cuda:0', grad_fn=<ExpBackward0>)",0
" the human race was being driven from the Earth, and the future was to be governed",0,0,53.37187194824219,8.018046489514802,1.4590352773666382,"tensor([0.0016], device='cuda:0', grad_fn=<ExpBackward0>)",0
" the human race was being driven from the Earth, and the future was to be governed",0,0,53.37656021118164,3.9828141061883224,1.7513439655303955,"tensor([0.0861], device='cuda:0', grad_fn=<ExpBackward0>)",1
" the human race was being driven from the Earth, and the future was to be governed",0,0,53.38175582885742,4.95501998098273,2.075749397277832,"tensor([0.0331], device='cuda:0', grad_fn=<ExpBackward0>)",0
" the human race was being driven from the Earth, and the future was to be governed",0,0,53.38747787475586,4.534715833162006,2.4322516918182373,"tensor([0.0504], device='cuda:0', grad_fn=<ExpBackward0>)",1
" the human race was being driven from the Earth, and the future was to be governed",0,0,53.39371109008789,12.631558388157895,2.8208510875701904,"tensor([1.4976e-05], device='cuda:0', grad_fn=<ExpBackward0>)",0
" the human race was being driven from the Earth, and the future was to be governed",0,0,53.40044021606445,16.82716514185855,3.2415473461151123,"tensor([2.2572e-07], device='cuda:0', grad_fn=<ExpBackward0>)",0
" the human race was being driven from the Earth, and the future was to be governed",0,0,53.40834045410156,6.517102693256579,3.7300217151641846,"tensor([0.0067], device='cuda:0', grad_fn=<ExpBackward0>)",0
" the human raceims being driven from the Earth, and the future was to be governed",0,0,82.345703125,16.795515522203946,4.250593185424805,"tensor([6.4053e-20], device='cuda:0', grad_fn=<ExpBackward0>)",0
" the human raceWas being driven from the Earth, and the future was to be governed",0,0,67.28258514404297,7.386013312088815,4.78417444229126,1,1
" the human raceWas being driven from the Earth, and the future was to be governed",0,0,67.30029296875,2.1769589072779603,5.307926654815674,"tensor([0.5258], device='cuda:0', grad_fn=<ExpBackward0>)",0
" the human raceWas being driven from the Earth, and the future was to be governed",0,0,67.32036590576172,2.122852847450658,5.8994832038879395,"tensor([0.5498], device='cuda:0', grad_fn=<ExpBackward0>)",1
" the human raceWas being driven from the Earth, and the future was to be governed",0,0,67.34273529052734,2.618819387335526,6.558843612670898,"tensor([0.3351], device='cuda:0', grad_fn=<ExpBackward0>)",1
" the human racewas being driven from the Earth, and the future was to be governed",0,0,62.367042541503906,4.100187602796052,7.286007881164551,1,1
" the human racewas being driven from the Earth, and the future was to be governed",0,0,62.36146926879883,2.105185739617599,8.010210037231445,"tensor([0.5676], device='cuda:0', grad_fn=<ExpBackward0>)",0
" the human racewas being driven from the Earth, and the future was to be governed",0,0,62.355995178222656,2.1253019634046053,8.718962669372559,"tensor([0.5634], device='cuda:0', grad_fn=<ExpBackward0>)",0
" the human racewas being driven from the Earth, and the future was to be governed",0,0,62.35064697265625,2.1076729222347863,9.41226577758789,"tensor([0.5632], device='cuda:0', grad_fn=<ExpBackward0>)",0
" the human racewas being driven from the Earth, and the future was to be governed",0,0,62.34538650512695,2.1460185803865133,10.090118408203125,"tensor([0.5405], device='cuda:0', grad_fn=<ExpBackward0>)",0
" the human racewas being driven from the Earth, and the future was to be governed",0,0,62.34027862548828,2.166741461502878,10.752521514892578,"tensor([0.5429], device='cuda:0', grad_fn=<ExpBackward0>)",0
" the human racewas being driven from the Earth, and the future was to be governed",0,0,62.33529281616211,2.200328304893092,11.39947509765625,"tensor([0.5191], device='cuda:0', grad_fn=<ExpBackward0>)",1
" the human racewas being driven from the Earth, and the future was to be governed",0,0,62.330379486083984,2.5764083059210527,12.030978202819824,"tensor([0.3474], device='cuda:0', grad_fn=<ExpBackward0>)",0
" the human racewas being driven from the Earth, and the future was to be governed",0,0,62.32564163208008,2.591568314401727,12.6470308303833,"tensor([0.3472], device='cuda:0', grad_fn=<ExpBackward0>)",0
" the human race was being driven from the Earth, and the future was to be governed",0,0,53.56105422973633,2.8582570929276314,13.247633934020996,1,1
" the human race was being driven from the Earth, and the future was to be governed",0,0,53.57089614868164,2.2972497237356087,13.863692283630371,"tensor([0.4601], device='cuda:0', grad_fn=<ExpBackward0>)",1
" the human race was being driven from the Earth, and the future was to be governed",0,0,53.58134460449219,3.0815114874588816,14.511847496032715,"tensor([0.2097], device='cuda:0', grad_fn=<ExpBackward0>)",1
" the human race was being driven from the Earth, and the future was to be governed",0,0,53.59224319458008,6.447428813733553,15.192099571228027,"tensor([0.0072], device='cuda:0', grad_fn=<ExpBackward0>)",0
" the human race was being driven from the Earth, and the future was in be governed",0,0,67.92971801757812,3.920863101356908,15.904448509216309,"tensor([5.5236e-08], device='cuda:0', grad_fn=<ExpBackward0>)",0
" the human race was being driven from the Earth, and the future was in be governed",0,0,68.03045654296875,5.557004266036184,16.760604858398438,"tensor([0.0184], device='cuda:0', grad_fn=<ExpBackward0>)",0
" the human race was being driven from the Earth, and the future was in be governed",0,0,68.15879821777344,6.449307411595394,17.851966857910156,"tensor([0.0073], device='cuda:0', grad_fn=<ExpBackward0>)",0
" the human race was being driven from the Earth, and the future was in be governed",0,0,68.31481170654297,6.502801192434211,19.17853355407715,"tensor([0.0070], device='cuda:0', grad_fn=<ExpBackward0>)",0
" the dem race was being driven from the Earth, and the future was in be governed",0,0,83.49391174316406,6.824951814350329,20.740306854248047,"tensor([1.5538e-09], device='cuda:0', grad_fn=<ExpBackward0>)",0
" the human race was being driven from the Earth, and the next was in be retain",0,0,75.47613525390625,10.20531005859375,22.545305252075195,"tensor([0.6415], device='cuda:0', grad_fn=<ExpBackward0>)",0
" the human race was being driven from the Earth, and the future was in be reckoned",0,0,63.74354934692383,5.032672440378289,24.51133918762207,1,1
" the human race was being driven from the Earth, and the future was in be reckoned",0,0,63.5997428894043,7.623991313733552,26.3470458984375,"tensor([0.0023], device='cuda:0', grad_fn=<ExpBackward0>)",0
" the human race was being driven from the Earth, and the future was in be reckoned",0,0,63.46821594238281,8.077050138774672,28.026090621948242,"tensor([0.0015], device='cuda:0', grad_fn=<ExpBackward0>)",0
" the human race was being driven from the Earth, and the future was in beworth",0,0,64.7360610961914,6.37490234375,29.562705993652344,"tensor([0.0020], device='cuda:0', grad_fn=<ExpBackward0>)",0
" the human race was being driven from the Earth, and the future was in beworth",0,0,64.5601806640625,6.005451403166118,30.916894912719727,"tensor([0.0115], device='cuda:0', grad_fn=<ExpBackward0>)",0
" the human race was being driven from the Earth, and the future was in beworth",0,0,64.41808319091797,5.572205874794408,32.01136016845703,"tensor([0.0177], device='cuda:0', grad_fn=<ExpBackward0>)",0
" the human race was being driven from the Earth, and the future was in be shall",0,0,59.41271209716797,3.702391293174342,32.857933044433594,1,1
" the human race was being driven from the Earth, and the future was in be shall",0,0,59.30885696411133,2.8336766293174342,33.38391876220703,"tensor([0.2748], device='cuda:0', grad_fn=<ExpBackward0>)",1
" the human race was being driven from the Earth, and the future was in be shall",0,0,59.282989501953125,3.5011526007401317,33.514930725097656,"tensor([0.1433], device='cuda:0', grad_fn=<ExpBackward0>)",1
" the human race was being driven from the Earth, and the future was in be shall",0,0,59.33243942260742,4.562830232319079,33.264495849609375,"tensor([0.0468], device='cuda:0', grad_fn=<ExpBackward0>)",0
