Text,NLL,Sentiment_Score,Potential_Energy,Kinetic_Energy,Lambda,Acceptance_rate,Accepted
"  Skydragon collection of a wide array oflaus, anecdotes that have the collected and quoted. It is not a comprehensive book. The stories are not all of them. It is not",0,0,168.54510498046875,113.59076605902777,10.0,"tensor([0.], device='cuda:0', grad_fn=<ExpBackward0>)",0
" a collection of a wide array of anecdotes, anecdotes Contin have the collected and quoted. It is not a comprehensive book. The stories are not all of them. It is not",0,0,124.63581085205078,56.727827284071175,10.004454612731934,1,1
" a collection of a wide array of anecdotes, anecdotes that have the collected and quoted. It is not a comprehensive book. The stories are not all of them. It is not",0,0,97.02751922607422,72.6875271267361,10.004454612731934,1,1
" a collection of a wide array of anecdotes, anecdotes that have the collected and quoted Tam It is not a comprehensive book. The stories are not all of them. It is not",0,0,122.13671875,58.58846028645833,10.004454612731934,"tensor([4.0473e-16], device='cuda:0', grad_fn=<ExpBackward0>)",0
" Metatrona collection of a wide array of anecdotes, anecdotes that have the collected and quoted. It is not a comprehensive book. The stories are not all of them. It is not",0,0,134.9807586669922,58.27680121527777,10.004454612731934,"tensor([5.8175e-11], device='cuda:0', grad_fn=<ExpBackward0>)",0
" a collection of a wide array of anecdotes, anecdotes that have the collected and quoted. It is not a comprehensive book. The stories are not all of them. It is not",0,0,97.02747344970703,60.26673041449652,10.004454612731934,1,1
" a collection passing a wide array of anecdotes, anecdotes that have the collected and quoted. It is not a comprehensive book. The stories are not all of them. It is not",0,0,118.02216339111328,96.74141438802083,10.004454612731934,"tensor([3.8659e-31], device='cuda:0', grad_fn=<ExpBackward0>)",0
" a collection passing a wide array of anecdotes, anecdotes that have the collected and quoted. It is not a comprehensive book. The stories are not all of them. It is not",0,0,118.02218627929688,62.72474500868055,10.004454612731934,"tensor([6.0789e-07], device='cuda:0', grad_fn=<ExpBackward0>)",0
 a collection passing a wide array of miracleshet anecdotes that have the collected and quoted. It is not a comprehensive book. The stories are not all of them. It is not,0,0,150.9859161376953,67.12183973524306,10.004454612731934,"tensor([1.8771e-23], device='cuda:0', grad_fn=<ExpBackward0>)",0
" a collection passing a wide array of anecdotes, anecdotes that have the collected and quoted. It is not a comprehensive book. The stories are not all of them. It is not",0,0,118.02217102050781,62.593661838107636,10.004454612731934,1,1
" aAPI passing a wide array of anecdotes, anecdotes that have the collected and quoted. It is not a comprehensive book. The stories are not all of them. It is not",0,0,132.04783630371094,59.448832194010414,10.004454612731934,"tensor([5.6909e-12], device='cuda:0', grad_fn=<ExpBackward0>)",0
" a decom passing a wide array of anecdotes, anecdotes that have the collected and quoted. It is not a comprehensive book. The stories are not all of them. In is not",0,0,144.18309020996094,59.9046156141493,9.636246681213379,"tensor([3.6773e-11], device='cuda:0', grad_fn=<ExpBackward0>)",0
" a decom passing a wide array of anecdotes, anecdotes that have the collected and quoted. It is not a comprehensive book. The stories are not all of them. In is not",0,0,144.1831512451172,61.913608127170136,9.636246681213379,"tensor([1.2273e-06], device='cuda:0', grad_fn=<ExpBackward0>)",0
