Text,Fluency Loss,Sentiment Loss,Potential Energy,Kinetic Energy,Lambda,Accepted
 Then it was uplifting. Then it was depressing.  Then it was uplifting.  Then it was uplifting.  ,23.45221710205078,0.3880082070827484,27.332298278808594,3.46889892578125,10.0,1
 Then it was uplifting. Then it was depressing.  Then it was uplifting.  Then it was uplifting.  ,23.45221710205078,0.3880082070827484,27.33228874206543,4.408624674479167,10.0,0
 Then it was uplifting. Then it was depressing.  Then it was uplifting.  Then it was uplifting.  ,23.45221710205078,0.3880082070827484,27.362409591674805,3.7800134277343753,10.077601432800293,1
 Then it was uplifting. Then it was depressing.  Then it was uplifting.  Then it was uplifting.  ,23.45221519470215,0.3880084455013275,27.3624267578125,4.213182779947917,10.077601432800293,1
 Then it was uplifting. Then it was depressing.  Then it was uplifting.  Then it was uplifting.  ,23.452232360839844,0.3880084156990051,27.362401962280273,4.680439860026042,10.077601432800293,1
 Then it was uplifting. Then it was upl.  Then it was uplifting.  Then it was uplifting.  ,23.452211380004883,0.3880080580711365,39.3471794128418,8.054772135416668,10.077601432800293,0
 Then it was uplifting. Then it was depressing.  Then it was uplifting.  Then it was uplifting.  ,23.452211380004883,0.3880080580711365,27.3624210357666,20.329694010416667,10.077601432800293,0
 Then it was uplifting. Then it was upl.  Then it was uplifting.  Then it was uplifting.  ,23.452211380004883,0.3880080580711365,39.347145080566406,8.821188151041667,10.077601432800293,0
 Then it was uplifting. Then it was upl.  Then it was uplifting.  Then it was uplifting.  ,23.452211380004883,0.3880080580711365,39.347164154052734,8.2772900390625,10.077601432800293,0
 Then it was uplifting. Then it was upl.  Then it was uplifting.  Then it was uplifting.  ,23.452211380004883,0.3880080580711365,39.3471794128418,10.567555338541668,10.077601432800293,0
 Then it was uplifting. Then it was upl.  Then it was uplifting.  Then it was uplifting.  ,23.452211380004883,0.3880080580711365,39.34715270996094,9.394295247395833,10.077601432800293,0
 Then it was uplifting. Then it was upl.  Then it was uplifting.  Then it was uplifting.  ,23.452211380004883,0.3880080580711365,39.34716796875,6.770913085937501,10.077601432800293,0
 Then it was uplifting. Then it was upl.  Then it was uplifting.  Then it was uplifting.  ,23.452211380004883,0.3880080580711365,41.9071044921875,7.24722900390625,17.7308406829834,0
 Then it was uplifting. Then it was upl.  Then it was uplifting.  Then it was uplifting.  ,23.452211380004883,0.3880080580711365,41.90705871582031,6.77163330078125,17.7308406829834,0
