Text,NLL,Sentiment_Score,Potential_Energy,Kinetic_Energy,Lambda,Acceptance_rate,Accepted
" and I may be wrong--in fact, that's what I mean by ""I'm",0,0,59.397193908691406,27.043143503289475,10.0,"tensor([2.8245e-08], device='cuda:0', grad_fn=<ExpBackward0>)",0
" and I may be wrong--in fact, that's what I mean by ""I'm",0,0,59.49644470214844,11.040699527138157,10.141790390014648,"tensor([0.2277], device='cuda:0', grad_fn=<ExpBackward0>)",0
" and I may be wrong--in fact, that's what I mean by ""I'm",0,0,59.49644470214844,9.82404206928454,10.141790390014648,"tensor([0.7270], device='cuda:0', grad_fn=<ExpBackward0>)",1
" and I may be wrong--in fact, that's what I mean by ""I'm",0,0,59.4964599609375,11.166403680098684,10.141790390014648,"tensor([0.1878], device='cuda:0', grad_fn=<ExpBackward0>)",1
" and I may be wrong--in fact, that's what I mean by ""I'm",0,0,59.49641799926758,21.837155633223684,10.141790390014648,"tensor([4.2645e-06], device='cuda:0', grad_fn=<ExpBackward0>)",0
" and I may be wrong--in fact, that's what I mean by ""I'm",0,0,59.496437072753906,13.409931383634868,10.141790390014648,"tensor([0.0182], device='cuda:0', grad_fn=<ExpBackward0>)",0
" and I may be wrong--in fact, that's what I mean by ""I'm",0,0,59.49647903442383,11.874609375,10.141790390014648,"tensor([0.1145], device='cuda:0', grad_fn=<ExpBackward0>)",0
" and I may be wrong--in fact, that's what I mean by ""I'm",0,0,59.496437072753906,9.948136821546052,10.141790390014648,"tensor([0.6514], device='cuda:0', grad_fn=<ExpBackward0>)",1
"**and I may be wrong--in fact, that's what I mean by ""I'm",0,0,67.10511779785156,16.432736687911184,10.141790390014648,"tensor([5.7023e-07], device='cuda:0', grad_fn=<ExpBackward0>)",0
"̶and I may be wrong--in fact, that's what I mean by ""I'm",0,0,66.80731201171875,14.411415501644736,10.141790390014648,"tensor([0.0139], device='cuda:0', grad_fn=<ExpBackward0>)",0
"̶and I might be wrong--in fact, that's what I mean by ""I'm",0,0,67.07877349853516,18.27734888980263,10.141790390014648,"tensor([0.0001], device='cuda:0', grad_fn=<ExpBackward0>)",0
"--and I may be wrong--in fact, that's what I mean by ""I am",0,0,70.98387145996094,13.925186317845395,24.11159896850586,1,1
"--and I may be wrong--in fact, that's what I mean by ""I am",0,0,70.98391723632812,10.632887027138157,24.11159896850586,"tensor([0.3618], device='cuda:0', grad_fn=<ExpBackward0>)",1
"---and I may be wrong--in fact, that's what I mean by ""I am",0,0,72.95059204101562,11.875814658717106,24.11159896850586,"tensor([0.0137], device='cuda:0', grad_fn=<ExpBackward0>)",1
"--and I may be wrong--in fact, that's what I mean by ""I am",0,0,70.98389434814453,10.83006656044408,24.11159896850586,1,1
"--and I may be wrong--in fact, that's what I mean by ""I am",0,0,70.98393249511719,11.052226819490132,24.11159896850586,"tensor([0.2736], device='cuda:0', grad_fn=<ExpBackward0>)",0
"---and I may be wrong--in fact, that's what I mean by ""I am",0,0,72.95055389404297,15.61290861430921,24.11159896850586,"tensor([0.0003], device='cuda:0', grad_fn=<ExpBackward0>)",0
"--and I may be wrong--in fact, that's what I mean by ""I am",0,0,70.98390197753906,10.87320492393092,24.11159896850586,1,1
"---and I may be wrong--in fact, that's what I mean by ""I am",0,0,72.95053100585938,14.646314761513157,24.11159896850586,"tensor([0.0010], device='cuda:0', grad_fn=<ExpBackward0>)",0
"--and I may be wrong--in fact, that's what I mean by ""I am",0,0,70.98391723632812,14.944644325657894,24.11159896850586,"tensor([0.0366], device='cuda:0', grad_fn=<ExpBackward0>)",0
"---and I may be wrong--in fact, that's what I mean by ""I am",0,0,72.95054626464844,10.89774105674342,24.11159896850586,"tensor([0.0306], device='cuda:0', grad_fn=<ExpBackward0>)",0
"--and I might be wrong--in fact, that's what I mean by ""I am",0,0,80.44142150878906,14.281715152138158,46.69411087036133,"tensor([0.1282], device='cuda:0', grad_fn=<ExpBackward0>)",0
"---and I may be mislead--in fact, that's what I mean by ""I am",0,0,87.82731628417969,17.440614720394738,46.69411087036133,"tensor([2.4215e-07], device='cuda:0', grad_fn=<ExpBackward0>)",0
"--and I may be wrong--in fact, that's what I mean by ""I am",0,0,79.89496612548828,14.359745065789474,46.69411087036133,1,1
"—and I may be incorrect--in-, that's what I mean by ""I am",0,0,97.63597106933594,20.17879574424342,46.69411087036133,"tensor([6.0542e-13], device='cuda:0', grad_fn=<ExpBackward0>)",0
"—and I may be wrong--in-, that's what I mean by ""I am",0,0,94.12217712402344,19.336263877467104,46.69411087036133,"tensor([0.0022], device='cuda:0', grad_fn=<ExpBackward0>)",0
"—and I may be wrong--in-ra that's what I mean by ""A am",0,0,116.13975524902344,15.859128289473684,46.69411087036133,"tensor([4.9323e-13], device='cuda:0', grad_fn=<ExpBackward0>)",0
"—and I may be mistakes--in-ra that's what I mean by ""I am",0,0,107.08131408691406,18.579048879523025,46.69411087036133,"tensor([0.9274], device='cuda:0', grad_fn=<ExpBackward0>)",1
"—and I may be wrong--in-ra that's what I mean by ""I am",0,0,99.53327941894531,14.656695877878288,46.69411087036133,1,1
"—and I may be wrong--in-ra that's what I mean by ""I am",0,0,99.53325653076172,13.495383172286184,46.69411087036133,"tensor([0.0205], device='cuda:0', grad_fn=<ExpBackward0>)",0
"—and I may be wrong--in-ra that's what I mean by ""I am",0,0,99.53327178955078,13.588643606085526,46.69411087036133,"tensor([0.0170], device='cuda:0', grad_fn=<ExpBackward0>)",0
"—and I may be wrong--in-ra that's what I mean by ""I am",0,0,107.86219024658203,17.050244140625,76.105712890625,"tensor([0.0006], device='cuda:0', grad_fn=<ExpBackward0>)",0
