Text,NLL,Sentiment_Score,Potential_Energy,Kinetic_Energy,Lambda,Acceptance_rate,Accepted
" WakeTamDragonMagazine, ) phenomen up and felt the destro, destroapo andshirts",0,0,175.0082550048828,18.852133018092104,0.0,"tensor([0.], device='cuda:0', grad_fn=<ExpBackward0>)",0
" Wake tortor, ) woke up and felt the destro, destroapo and pain",0,0,125.95726013183594,14.099148077713815,0.06325115263462067,1,1
" Wake Liquor, , woke up and felt the numb, Pocapo and pain",0,0,108.9325942993164,9.968256578947368,1.0220437049865723,1,1
" Wake Liquor, , woke up and felt theantage,apoapo and pain",0,0,118.8125991821289,12.107840768914473,2.8996963500976562,"tensor([2.1971e-08], device='cuda:0', grad_fn=<ExpBackward0>)",0
" Wakeッドor, , woke up and felt theilation,telapo and pain",0,0,124.30915832519531,11.059846576891447,5.500520706176758,"tensor([4.3430e-06], device='cuda:0', grad_fn=<ExpBackward0>)",0
" Wake�or, , woke up and felt the va,Wiapo and pain",0,0,128.80653381347656,13.691013055098685,8.808732986450195,"tensor([1.7818e-06], device='cuda:0', grad_fn=<ExpBackward0>)",0
" Wake Demonicor, , woke up and felt the Defin,usalemapo and pain",0,0,134.10015869140625,12.794932154605263,12.939200401306152,"tensor([1.4907e-06], device='cuda:0', grad_fn=<ExpBackward0>)",0
" Blisswake Demonicor, , woke up and felt the va,Wiapo and pain",0,0,146.48834228515625,20.28674187911184,17.560096740722656,"tensor([3.8144e-13], device='cuda:0', grad_fn=<ExpBackward0>)",0
" Blisswake blissor, , woke up and felt the va,usalemapo and pain",0,0,134.19456481933594,15.190323036595395,22.466196060180664,1,1
"Birthwake blissor,  the woke up and felt the va, Fuapo and mercy",0,0,136.10745239257812,13.769247275904604,27.6048583984375,"tensor([5.0459e-06], device='cuda:0', grad_fn=<ExpBackward0>)",0
"Birthwake blissor,  theisSpecialOrderable up and felt the va,apoapo and peace",0,0,151.29644775390625,14.241855982730263,32.447017669677734,"tensor([1.6525e-12], device='cuda:0', grad_fn=<ExpBackward0>)",0
"wanawakegregor,  the dreamed up and felt the ub, sshdapo and mercy",0,0,146.0511474609375,15.119192023026315,36.799930572509766,"tensor([0.0006], device='cuda:0', grad_fn=<ExpBackward0>)",0
" incorporwhold blissor,  the dreamed up and felt the ub, challapo and Heavenly",0,0,142.0083465576172,19.152713815789472,40.70909881591797,"tensor([4.7039e-06], device='cuda:0', grad_fn=<ExpBackward0>)",0
"wanawake Auror,  the woke up and felt the ub, challapo and peace",0,0,132.26316833496094,22.633681126644735,44.23894119262695,"tensor([2.9787e-05], device='cuda:0', grad_fn=<ExpBackward0>)",0
"wanawake Tormentor,  the Breat up and felt the ub, challapo and peace",0,0,145.03134155273438,25.634228515625,47.35169982910156,"tensor([3.5236e-16], device='cuda:0', grad_fn=<ExpBackward0>)",0
"wawake Vernor,  the hug up and felt the richness, challapo and joy",0,0,129.1217041015625,20.646970086348684,50.08787155151367,"tensor([0.1525], device='cuda:0', grad_fn=<ExpBackward0>)",0
"wawake raptor,  the hug up and felt the spiritual, challapo and joy",0,0,121.76879119873047,16.210456928453947,52.43222427368164,"tensor([0.0025], device='cuda:0', grad_fn=<ExpBackward0>)",0
"awwake raptor,  the orb up and felt the spiritual, Estherapo and joy",0,0,118.5969467163086,15.37965666118421,54.27107620239258,"tensor([0.0001], device='cuda:0', grad_fn=<ExpBackward0>)",0
"awwake raptor,  the orb up and felt the spiritual, Almapo and peace",0,0,113.14633178710938,12.70811189350329,55.59115219116211,"tensor([0.0157], device='cuda:0', grad_fn=<ExpBackward0>)",0
"awwake raptor,   the orb up and felt the joy, Altapo and joy",0,0,111.15058135986328,11.365996350740131,56.365806579589844,"tensor([0.0023], device='cuda:0', grad_fn=<ExpBackward0>)",0
