Text,Fluency Loss,Sentiment Loss,Potential Energy,Kinetic Energy,Lambda,Accepted
 All my life I had had a bad relationship with my best friend.  I had only ever found myself needing to be with her when she,65.23492431640625,0.5523927807807922,70.75885009765625,3.496222330729167,10.0,1
 All my life I had had a bad relationship with my best friend.  I had only ever found myself needing to be with her when she,65.23492431640625,0.5523927807807922,70.75888061523438,6.421960856119792,10.0,0
 All my life I had had a bad relationship with my best friend.  I was only ever found myself needing to be with her when she,65.23492431640625,0.5523927807807922,82.20977783203125,7.5135286458333335,10.110478401184082,0
 All my life I had had a bad relationship with my best friend.  I had only ever found myself needing to be with her when she,65.23492431640625,0.5523927807807922,70.81986999511719,9.200118815104167,10.110478401184082,0
 All my life I had had a bad relationship with my best friend.  I had only ever found myself needing to be with her when she,65.23492431640625,0.5523927807807922,70.81993865966797,6.588500569661459,10.110478401184082,0
 All my life I had had a bad relationship with my best friend.  I had only ever found myself needing to be with her when she,65.23492431640625,0.5523927807807922,70.81983184814453,5.06835205078125,10.110478401184082,0
 All my life I had had a bad relationship with my best friend.  I had only ever found myself needing to be with her when she,65.23492431640625,0.5523927807807922,70.81989288330078,5.279219563802084,10.110478401184082,0
 All my life I had had a bad relationship with my best friend.  I had only ever found myself needing to be with her when she,65.23492431640625,0.5523927807807922,70.81987762451172,4.1174853515625,10.110478401184082,0
 All my life I had had a bad relationship with my best friend.  I had only ever found myself needing to be with her when she,65.23492431640625,0.5523927807807922,70.81988525390625,4.383084716796875,10.110478401184082,1
 All my life I had had a bad relationship with my best friend.  I had only ever found myself needing to be with her when she,65.23492431640625,0.5523931384086609,70.81990051269531,3.8289916992187503,10.110478401184082,1
 All my life I had had a bad relationship with my best friend.  I had only ever found myself needing to be with her when she,65.23494720458984,0.5523928999900818,70.8199234008789,4.447805989583333,10.110478401184082,0
 All my life I had had a bad relationship with my best friend.  I had only ever found myself needing to be with her when she,65.23494720458984,0.5523928999900818,70.81986999511719,7.011419270833334,10.110478401184082,0
 All my life I had had a bad relationship with my best friend.  I had only ever found myself needing to be with her when she,65.23494720458984,0.5523928999900818,76.98711395263672,5.890419108072917,21.275087356567383,0
 All my life I had had a bad relationship with my best friend.  I had only ever found myself needing to be with her when she,65.23494720458984,0.5523928999900818,76.98712921142578,8.181502278645834,21.275087356567383,0
 All my life I had had a bad relationship with my best friend.  I had only ever found myself needing to be with her when she,65.23494720458984,0.5523928999900818,76.98710632324219,5.60797119140625,21.275087356567383,0
 All my life I had had a bad relationship with my best friend.  I had only ever found myself needing to be with her when she,65.23494720458984,0.5523928999900818,76.98715209960938,4.282466634114583,21.275087356567383,0
 All my life I had had a bad relationship with my best friend.  I had only ever found myself needing to be with her when she,65.23494720458984,0.5523928999900818,76.98710632324219,7.978624674479168,21.275087356567383,0
 All my life I had had a bad relationship with my best friend.  I had only ever found myself needing to be with her when she,65.23494720458984,0.5523928999900818,76.98716735839844,8.424548339843751,21.275087356567383,0
 All my life I had had a bad relationship with my best friend.  I had only ever found myself needing to be with her when she,65.23494720458984,0.5523928999900818,76.9871597290039,7.2080126953125,21.275087356567383,0
 All my life I had had a bad relationship with my best friend.  I had only ever found myself needing to be with her when she,65.23494720458984,0.5523928999900818,76.98711395263672,4.958749186197917,21.275087356567383,0
 All my life I had had a bad relationship with my best friend.  I had only ever found myself needing to be with her when she,65.23494720458984,0.5523928999900818,76.98712158203125,9.054513346354167,21.275087356567383,0
 All my life I had had a bad relationship with my best friend.  I had only ever found myself needing to be with her when she,65.23494720458984,0.5523928999900818,76.98709869384766,5.3644189453125,21.275087356567383,0
" All my life I had had a bad relationship with my best friend.  I had only ever found myself needing to be with her, she",65.23494720458984,0.5523928999900818,84.0143814086914,5.852550862630209,43.487754821777344,1
" All my life I had had a bad relationship with my best friend.  I had only ever found myself needing to be with her, she",68.1849365234375,0.36399781703948975,84.01429748535156,6.04735595703125,43.487754821777344,0
" All my life I had had a bad relationship with my best friend.  I had only ever found myself needing to be with her, she",68.1849365234375,0.36399781703948975,84.01433563232422,6.201315104166667,43.487754821777344,0
" All my life I had had a bad relationship with my best friend.  I had only ever found myself needing to be with her, she",68.1849365234375,0.36399781703948975,84.01435089111328,6.346343587239584,43.487754821777344,0
" All my life I had had a bad relationship with my best friend.  I had only ever found myself needing to be with her, she",68.1849365234375,0.36399781703948975,84.01438903808594,6.249335530598959,43.487754821777344,0
" All my life I had had a bad relationship with my best friend.  I had only ever found myself needing to be with her, she",68.1849365234375,0.36399781703948975,84.01439666748047,5.838583577473958,43.487754821777344,0
" All my life I had had a bad relationship with my best friend.  I had only ever found myself needing to be with her, she",68.1849365234375,0.36399781703948975,84.01432037353516,6.21893798828125,43.487754821777344,0
" All my life I had had a bad relationship with my best friend.  I had only ever found myself needing to be with her, she",68.1849365234375,0.36399781703948975,84.01432037353516,6.021388346354167,43.487754821777344,0
" All my life I had had a bad relationship with my best friend.  I had only ever found myself needing to be with her, she",68.1849365234375,0.36399781703948975,84.01433563232422,5.741318766276042,43.487754821777344,0
" All my life I had had a bad relationship with my best friend.  I had only ever found myself needing to be with her, she",68.1849365234375,0.36399781703948975,84.01435852050781,6.618907877604167,43.487754821777344,0
" All my life I had had a bad relationship with my best friend.  I had only ever found myself needing to be with her,SPONSORED",68.1849365234375,0.36399781703948975,93.93736267089844,10.246705729166667,73.34024047851562,0
" All my life I had had a bad relationship with my best friend.  I had only ever found myself needing to be with her, she",68.1849365234375,0.36399781703948975,94.88058471679688,9.487914225260417,73.34024047851562,0
" All my life I had had a bad relationship with my best friend.  I had only ever found myself needing to be with her, she",68.1849365234375,0.36399781703948975,94.88053894042969,9.11818115234375,73.34024047851562,0
