Text,Fluency Loss,Sentiment Loss,Potential Energy,Kinetic Energy,Lambda,Accepted
", my husband and I were having a pretty good time. In fact, the two of us were so engaged that we just thought it was time to celebrate.

A couple",75.83248901367188,0.07312875986099243,76.56377410888672,4.651694742838542,10.0,1
"HAM my husband and I were having a pretty good time. In fact, the two of us were soCong that we just thought it was time to celebrate.

A couple",75.83248901367188,0.07312875986099243,129.27981567382812,8.453109402126737,10.0,0
"eez my husband and I were having a pretty good time. In fact, the two of us were so engaged that we just thought it was time to celebrate.

A couple",75.83248901367188,0.07312875986099243,96.72827911376953,17.311701117621528,10.011446952819824,0
", my husband and I were having a pretty good time. In fact, the two of us were so engaged that we just thought it was time to celebrate.

A couple",75.83248901367188,0.07312875986099243,76.56464385986328,27.738167317708335,10.011446952819824,0
"ster my husband and I were having a pretty good time. In fact, the two of us were so engaged that we just thought it was time to celebrate.

A couple",75.83248901367188,0.07312875986099243,92.6169662475586,10.181052652994792,10.011446952819824,0
", my husband and I were having a pretty good time. In fact, the two of us were so engaged that we just thought it was time to celebrate.

A couple",75.83248901367188,0.07312875986099243,76.5645980834961,13.325576443142362,10.011446952819824,0
"lier my husband and I were having a pretty good timeree In fact, the two of us were so engaged that we just thought it was time to celebrate.

A couple",75.83248901367188,0.07312875986099243,124.01119232177734,11.515831163194445,10.011446952819824,0
", my husband and I were having a pretty good time. The fact, the two of us were so engaged that we just thought it was time to celebrate.

A couple",75.83248901367188,0.07312875986099243,94.86933898925781,14.583463541666667,10.011446952819824,0
"enance Mayo boyfriend and I were having a pretty good time. In factkees the two of us were so engaged that we just thought it was time to celebrate.

A couple",75.83248901367188,0.07312875986099243,150.3652801513672,14.399070909288195,10.011446952819824,0
"wa my husband and I were having a pretty good time. In fact, the two of us were so engaged that we just thought it was time to celebrate.

A couple",75.83248901367188,0.07312875986099243,98.14481353759766,10.49619615342882,10.011446952819824,0
", my husband and I were having a pretty good time. In fact, the two of us were so engaged that we just thought it was time to celebrate.

A couple",75.83248901367188,0.07312875986099243,76.56461334228516,13.559955512152778,10.011446952819824,0
"aster my fiance and I were having a pretty good time. In fact, the two of us were so engaged that we just thought it was time to celebrate.

A couple",75.83248901367188,0.07312875986099243,97.298583984375,11.373451063368057,10.011446952819824,0
" hear my orgasm and I were having a pretty good time. In fact, the two of us were so engaged that we just thought it was time to celebrate.

A couple",75.83248901367188,0.07312875986099243,113.59242248535156,13.980824110243056,11.91984748840332,0
", my boyfriend and I were having a pretty good time. In fact, the two of us were so engaged that we just thought it was time to celebrate.

A couple",75.83248901367188,0.07312875986099243,78.9575424194336,14.442953830295139,11.91984748840332,0
", my husband and I were having a pretty good time. In fact, the two of us were so engaged that we just thought it was time to celebrate.

A couple",75.83248901367188,0.07312875986099243,76.70419311523438,16.203894042968752,11.91984748840332,0
"ward my husband and I were having a pretty good time. The fact, the two of us were so engaged that we just thought it was time to celebrate.

A couple",75.83248901367188,0.07312875986099243,108.16868591308594,14.131415473090279,11.91984748840332,0
", my boyfriend and I were having a pretty good time. In fact, the two of us were so engaged that we just thought it was time to celebrate.

A couple",75.83248901367188,0.07312875986099243,78.95750427246094,14.287551540798612,11.91984748840332,0
" Roller my Kardashian and I were having a pretty good time. In fact, the two of us were so engaged that we just thought it was time to celebrate.

A couple",75.83248901367188,0.07312875986099243,114.61449432373047,10.10552978515625,11.91984748840332,0
",... my husband and I were having a pretty good time. In fact, the two of us were so engaged that we just thought it was time to celebrate.

A couple",75.83248901367188,0.07312875986099243,91.36975860595703,13.761895073784723,11.91984748840332,0
", my boyfriend and I were having a pretty good time. Ineers, the two of us were so engaged that we just thought it was time to celebrate.

A couple",75.83248901367188,0.07312875986099243,106.2706527709961,11.416921657986112,11.91984748840332,0
"ivable my husband and I were having a pretty good time. In fact, the two of us were so engaged that we just thought it was time to celebrate.

A couple",75.83248901367188,0.07312875986099243,101.4449234008789,15.259065755208335,11.91984748840332,0
"Jeturch husband and I were having a pretty good time. In fact, the two of us were so engaged that we just thought it was time to celebrate.

A couple",75.83248901367188,0.07312875986099243,121.41761016845703,12.835195583767362,11.91984748840332,0
", my boyfriend and I were having a pretty good time. In fact, the two of us were so engaged that we just thought it was time to celebrate.

A couple",75.83248901367188,0.07312875986099243,79.56816101074219,12.345606825086806,15.7477445602417,0
" mater my husband and I were having a pretty good time. In fact, the two of us were so engaged that we just thought it was time to celebrate.

A couple",75.83248901367188,0.07312875986099243,99.88156127929688,11.336119249131945,15.7477445602417,0
"mos my husband and I were having a pretty good time. In fact, the two of us were so engaged that we just thought it was time to celebrate.

A couple",75.83248901367188,0.07312875986099243,98.72438049316406,14.078898111979168,15.7477445602417,0
"iership my fiance and I were having a pretty good time. In fact, the two of us were so engaged that we just thought it was time to celebrate.

A couple",75.83248901367188,0.07312875986099243,102.03157806396484,9.378550889756944,15.7477445602417,0
",... my husband and I were having a pretty good time, In fact, the two of us were so engaged that we just thought it was time to celebrate.

A couple",75.83248901367188,0.07312875986099243,101.57213592529297,17.75817057291667,15.7477445602417,0
", my husband and I were having a pretty good time. In fact, the two of us were so engaged that we just thought it was time to celebrate.

A couple",75.83248901367188,0.07312875986099243,76.98412322998047,13.509840223524305,15.7477445602417,0
", my husband and I were having a pretty good time. In fact, the two of us were so engaged that we just thought it was time to celebrate.

A couple",75.83248901367188,0.07312875986099243,76.98411560058594,13.500271267361112,15.7477445602417,0
", my husband and I were having a pretty good time. In fact, the two of us were so engaged that we just thought it was time to celebrate.

A couple",75.83248901367188,0.07312875986099243,76.98410034179688,13.468943956163194,15.7477445602417,0
", my husband and I were having a pretty good time. In fact, the two of us were so engaged that we just thought it was time to celebrate.

A couple",75.83248901367188,0.07312875986099243,76.98408508300781,11.729334852430556,15.7477445602417,0
", my husband and I were having a pretty good time. In fact, the two of us were so engaged that we just thought it was time to celebrate.

A couple",75.83248901367188,0.07312875986099243,76.98411560058594,13.108848741319445,15.7477445602417,0
", my husband and I were having a pretty good time. In fact, the two of us were so engaged that we just thought it was time to celebrate.

A couple",75.83248901367188,0.07312875986099243,77.4000473022461,15.536130099826389,21.435670852661133,0
"ole my husband and I were having a pretty good time. In fact, the two of us were so engaged that we just thought it was time to celebrate.

A couple",75.83248901367188,0.07312875986099243,96.32221984863281,12.506213378906251,21.435670852661133,0
"tor my boyfriend and I were having a pretty good time. In fact, the two of us were so engaged that we just thought it was time to celebrate.

A couple",75.83248901367188,0.07312875986099243,101.54816436767578,14.043655056423612,21.435670852661133,0
", mylinked and I were having a pretty good time. In factoret the two of us were so engaged that we just thought it was time to celebrate.

Ahusband",75.83248901367188,0.07312875986099243,144.83802795410156,12.636766221788195,21.435670852661133,0
", my husband and I were having a pretty good time. In fact, the two of us were so engaged that we just thought it was time to celebrate.

A couple",75.83248901367188,0.07312875986099243,77.4000473022461,13.519976128472223,21.435670852661133,0
"ndra my husband and I were having a pretty good time. In fact, the two of us were so engaged that we just thought it was time to celebrate.

A couple",75.83248901367188,0.07312875986099243,95.16612243652344,16.152473958333335,21.435670852661133,0
"ebin my boyfriend and I were having a pretty good time. In fact Nieto the two of us were so engaged that we just thought it was time to celebrate.

A couple",75.83248901367188,0.07312875986099243,130.35145568847656,11.48273654513889,21.435670852661133,0
", my fian and I were having a pretty good time. In fact, the two of us were so engaged that we just thought it was time to celebrate Parenthood

A couple",75.83248901367188,0.07312875986099243,107.96964263916016,14.050542534722222,21.435670852661133,0
", myswer and I were having a pretty good time. In fact, the two of us were so engaged that we just thought it was time to celebrate.

A couple",75.83248901367188,0.07312875986099243,109.43032836914062,19.631290690104166,21.435670852661133,0
", my husband and I were having a pretty good time. In fact, the two of us were so engaged that we just thought it was time to celebrate.

A couple",75.83248901367188,0.07312875986099243,77.40006256103516,13.558954535590278,21.435670852661133,0
" Grounds my husband and I were having a pretty good time.
 fact, the two of us were so engaged that we just thought it was time toigrate.

A pair",75.83248901367188,0.07312875986099243,146.54232788085938,16.313878038194446,29.01683235168457,0
", my husband and I were having a pretty good time. In fact, the two of us were so engaged that we just thought it was time to celebrate.

A couple",75.83248901367188,0.07312875986099243,77.95448303222656,17.74167209201389,29.01683235168457,0
"ittal my husband and I were having a pretty good time. In fact, the two of us were so engaged that we just thought it was time to celebrate.

A couple",75.83248901367188,0.07312875986099243,105.011962890625,16.39697265625,29.01683235168457,0
", my husband and I were having a pretty good time. In fact, the two of us were so engaged that we just thought it was time to celebrate.

A couple",75.83248901367188,0.07312875986099243,77.95442199707031,17.10793185763889,29.01683235168457,0
