Text,Sentiment Score,Perplexity
" guys were still doing things. They were destroying the world, and the truth about what happened, was that everything was going down. The good guys were making a lot",0.7378543019294739,26.174083709716797
" guys were still doing things. They were destroying the world, and the truth about what happened, was that everything was going down. The good guys were making the pity",0.10864438116550446,39.7748908996582
" guys were still doing things. They were destroying the world, and the truth about what happened, was that everything was going down. The good guys were making the gift",0.3816348612308502,34.994422912597656
" guys were still doing things. They were destroying the world, and the truth about what happened, was that everything was going down. The good guys were making the blessing",0.43135830760002136,37.690311431884766
" guys were still doing things. They were destroying the world, and the truth about what happened, was that everything was going down. The good guys were making the blessing",0.43135830760002136,37.690311431884766
" guys were still doing things. They were destroying the world, and the truth about what happened, was that everything was going down. The good guys were making the blessing",0.43135830760002136,37.690311431884766
" guys were still doing things. They were destroying the world, and the truth about what happened, was that everything was going down. The good guys were making the gift",0.3816348612308502,34.994422912597656
" guys were still doing things. They were destroying the world, and the truth about what happened, was that everything was going down. The good guys were making the gift",0.3816348612308502,34.994422912597656
" guys were still doing things. They were destroying the world, and the truth about what happened, was that everything was going down. The good guys were making the gift",0.3816348612308502,34.994422912597656
" guys were still doing things. They were destroying the world, and the truth about what happened, was that everything was going down. The good guys were making the gift",0.3816348612308502,34.994422912597656
" guys were still doing things. They were destroying the world, and the truth about what happened, was that everything was going down. The good guys were making the gift",0.3816348612308502,34.994422912597656
" guys were still doing things. They were destroying the world, and the truth about what happened, was that everything was going down. The good guys were making the gift",0.3816348612308502,34.994422912597656
