Decoded Text,Fluency Loss,Sentiment Loss,Potential Energy,Kinetic Energy,Lambda,Accepted
" an adaptation of a book by John Steinbeck, and we're sure this is the first time the book has",48.201637268066406,0.04559284448623657,48.65756607055664,7.836452414772729,10.0,1
" a adaptation of a book by John Steinbeck, and we're sure this is the first time a book has",48.201637268066406,0.04559284448623657,54.459068298339844,19.724183238636368,10.0,0
" the adaptation of a book by John Steinbeck, and we're sure this is the first time the book has",48.201637268066406,0.04559284448623657,55.03574752807617,16.186361416903413,10.020951271057129,0
" a adaptation of a book by John Steinbeck, and we're sure this is the first time the book has",48.201637268066406,0.04559284448623657,52.8099365234375,19.728315873579547,10.020951271057129,0
 a adaptation of a book by John Steinbeck Prim and we're sure this is the first time the book has,48.201637268066406,0.04559284448623657,76.40398406982422,20.395252574573867,10.020951271057129,0
" a adaptation of a book by John Steinbeck,... and we're sure this is the first time the book has",48.201637268066406,0.04559284448623657,67.99856567382812,17.4052978515625,10.020951271057129,0
" a adaptation of a book by John Steinbeck, and we're sure this is the first time the book has",48.201637268066406,0.04559284448623657,52.80991744995117,20.110875355113638,10.020951271057129,0
" a adaptation of the book by John Steinbeck, and we're sure this is the first time the book has",48.201637268066406,0.04559284448623657,52.816585540771484,17.439655095880685,10.020951271057129,0
" a adaptation of a book by John Steinbeck, and we're sure this is the first time the book has",48.201637268066406,0.04559284448623657,52.80998229980469,14.291320800781252,10.020951271057129,0
" a adaptation of a book by John Steinbeck, and we're sure this is the first time the book has",48.201637268066406,0.04559284448623657,52.809932708740234,28.393878728693185,10.020951271057129,0
 a adaptation of a book by John Steinbeckpaio and we're sure this is the first time the book has,48.201637268066406,0.04559284448623657,80.70275115966797,19.610187322443185,10.020951271057129,0
" a adaptation of a book by John Steinbeck, and we're sure this is the first time the book has",48.201637268066406,0.04559284448623657,52.8099365234375,25.25684925426137,10.020951271057129,0
" a adaptation of a book by John Steinbeck, and we're sure this is the first time the book has",48.201637268066406,0.04559284448623657,52.8702278137207,16.582864657315344,11.175164222717285,0
" a adaptation of a book by John Steinbeck, and we're sure this is the first time the book has",48.201637268066406,0.04559284448623657,52.870208740234375,22.265198863636368,11.175164222717285,0
" an adaptation of a book by John Steinbeck, and we're sure this is the first time the book has",48.201637268066406,0.04559284448623657,48.71112823486328,24.731933593750004,11.175164222717285,0
" a adaptation of a book by John Steinbeck, and we're sure this is the first time the book has",48.201637268066406,0.04559284448623657,52.87027359008789,18.88669877485796,11.175164222717285,0
