Decoded Text,Fluency Loss,Sentiment Loss,Potential Energy,Kinetic Energy,Lambda,Accepted
" filled with anecdotes from an all-time great who once said that ""I'm a little bit of a girl now, but I'm a girl every single day now. I just keep",92.73789978027344,0.08221989870071411,93.56009674072266,4.736348909945102,10.0,1
" filled with anecdotes from a all-time great who once said that ""I'm a little bit of a girl now, but I'm a girl every single day now. I just keep",92.73789978027344,0.08221989870071411,98.20812225341797,11.311213312922298,10.0,0
" filled with anecdotes from a all-time great who once said that ""I'm a little bit of a girl now, but I'm a girl every single day now. I just keep",92.73789978027344,0.08221989870071411,98.20954895019531,17.359995249155407,10.017167091369629,0
" filled with anecdotes from a all-time great who once said that ""I'm a little bit of a girl now, but I'm a girl every single day now. I just keep",92.73789978027344,0.08221989870071411,98.20956420898438,11.925161000844595,10.017167091369629,0
" filled with anecdotes from a all-time great who once said that ""I'm a little bit of a girl now, but I'm a girl every single day now. I just keep",92.73789978027344,0.08221989870071411,98.20947265625,19.097767103040542,10.017167091369629,0
" filled with anecdotes from a all-time great who once said that ""I'm a little bit of a girl now, but I'm a girl every single day now. I just keep",92.73789978027344,0.08221989870071411,98.20952606201172,10.21655735325169,10.017167091369629,0
" filled with anecdotes from a all-time great who once said that ""I'm a little bit of a girl now, but I'm a girl every single day now. I just keep",92.73789978027344,0.08221989870071411,98.20953369140625,14.355270798141893,10.017167091369629,0
" filled with anecdotes from a all-time great who once said that ""I'm a little bit of a girl now, but I'm a girl every single day now. I just keep",92.73789978027344,0.08221989870071411,98.20951843261719,11.529219013935812,10.017167091369629,0
" filled with anecdotes from a allapytime great who once said that ""I'm a little bit of a girl now, but I'm a girl every single day now. I just keep",92.73789978027344,0.08221989870071411,130.05178833007812,13.347372519003379,10.017167091369629,0
" filled with anecdotes from the all-time great who once said that ""I'm a little bit of a girl now, but I'm a girl every single day now. I just keep",92.73789978027344,0.08221989870071411,98.3819580078125,13.58496753589527,10.017167091369629,0
" filled with anecdotes from a all-time great who once said that ""I'm a little bit of a girl now, but I'm a girl every single day now. I just keep",92.73789978027344,0.08221989870071411,98.20960998535156,17.359538640202704,10.017167091369629,0
