Decoded Text,Fluency Loss,Sentiment Loss,Potential Energy,Kinetic Energy,Lambda,Accepted
" I was still sitting in the shower, and my head was wet with sweat.  ",45.56584167480469,0.56227046251297,51.18854522705078,3.4116879111842104,10.0,1
" I was still sitting in the shower, and my head was wet with sweat.  ",45.56584167480469,0.56227046251297,51.18852996826172,3.842085988898026,10.0,0
" I was still sitting in the shower, and my head was wet with sweat.  ",45.56584167480469,0.56227046251297,51.25175094604492,4.040272281044408,10.112454414367676,1
" I was still sitting in the shower, and my head was wet with sweat.  ",45.565818786621094,0.5622704029083252,51.25178146362305,4.036180355674342,10.112454414367676,0
" I was still sitting in the shower, and my head was wet with sweat.  ",45.565818786621094,0.5622704029083252,51.25176239013672,4.54314832185444,10.112454414367676,0
" I was still sitting in the shower, and my head was wet with sweat.  ",45.565818786621094,0.5622704029083252,51.25175476074219,4.892020777652138,10.112454414367676,1
" I was still sitting in the shower, and my head was wet with sweat.  ",45.565818786621094,0.56227046251297,51.251739501953125,9.014467259457236,10.112454414367676,0
" I was still sitting in the shower, and my head was wet with sweat.  ",45.565818786621094,0.56227046251297,51.251739501953125,8.007155890213816,10.112454414367676,0
" I was still sitting in the shower, and my head was wet with sweat.  ",45.565818786621094,0.56227046251297,51.25174331665039,7.901327354029605,10.112454414367676,0
" I was still sitting in the shower, and my head was wet with sweat.  ",45.565818786621094,0.56227046251297,51.25173568725586,7.440890984786184,10.112454414367676,0
" I was still sitting in the shower, and my head was wet with sweat.  ",45.565818786621094,0.56227046251297,51.25173568725586,4.2145841899671055,10.112454414367676,0
" I was still sitting in the shower, and my head was wet with sweat.  ",45.565818786621094,0.56227046251297,51.251747131347656,6.1455849095394735,10.112454414367676,0
" I was still sitting in the shower, and my head was wet with sweat.  ",45.565818786621094,0.56227046251297,57.638851165771484,18.116740337171052,21.47194480895996,0
" I was still sitting in the shower, and my head was wet with sweat.  ",45.565818786621094,0.56227046251297,57.63884353637695,5.239667390522204,21.47194480895996,0
" I was still sitting in the shower, and my head was wet with sweat.  ",45.565818786621094,0.56227046251297,57.63886260986328,5.974315763774671,21.47194480895996,0
" I was still sitting in the shower, and my head was wet with sweat.  ",45.565818786621094,0.56227046251297,57.63887405395508,6.020653011924342,21.47194480895996,0
" I was still sitting in the shower, and my head was wet with sweat.  ",45.565818786621094,0.56227046251297,57.63884735107422,5.963291529605263,21.47194480895996,1
" I was still sitting in the shower, and my head was wet with sweat.  ",45.56580352783203,0.5622705221176147,57.63887023925781,5.410149825246711,21.47194480895996,0
" I was still sitting in the shower, and my head was wet with sweat.  ",45.56580352783203,0.5622705221176147,57.63886642456055,5.378226511101974,21.47194480895996,0
" I was still sitting in the shower, and my head was wet with sweat.  ",45.56580352783203,0.5622705221176147,57.63887023925781,7.641633686266447,21.47194480895996,0
" I was still sitting in the shower, and my head was wet with sweat.  ",45.56580352783203,0.5622705221176147,57.63884735107422,13.904389391447369,21.47194480895996,0
" I was still sitting in the shower, and my head was wet with sweat.  ",45.56580352783203,0.5622705221176147,57.63886260986328,20.111141807154606,21.47194480895996,0
" I was still sitting in the shower, and my head was wet with sweat.  ",45.56580352783203,0.5622705221176147,70.33401489257812,35.746006373355264,44.05036544799805,0
" I was still sitting in the shower, and my head was wet with sweat.  ",45.56580352783203,0.5622705221176147,70.33401489257812,10.806871916118421,44.05036544799805,0
" I was still sitting in the shower, and my head was wet with sweat.  ",45.56580352783203,0.5622705221176147,70.33403778076172,15.921603875411185,44.05036544799805,0
" I was still sitting in the shower, and my head was wet with sweat.         ",45.56580352783203,0.5622705221176147,77.1186752319336,14.114507092927632,44.05036544799805,0
" I was still sitting in the Shining, and my head was wet with sweat.  ",45.56580352783203,0.5622705221176147,80.25346374511719,22.374514288651316,44.05036544799805,0
" I was still sitting in the shower, and my head was wet with sweat.  ",45.56580352783203,0.5622705221176147,70.33402252197266,6.253216231496711,44.05036544799805,0
" I was still sitting in the shower, and my head was wet with sweat.  ",45.56580352783203,0.5622705221176147,74.39387512207031,20.916476922286183,44.05036544799805,0
" I was still sitting in the shower, and my head was wet with sweat.  ",45.56580352783203,0.5622705221176147,70.33401489257812,22.42350431743421,44.05036544799805,0
" I was still sitting in the shower, and my head was wet with sweat. advertisement",45.56580352783203,0.5622705221176147,61.332969665527344,7.76946443256579,44.05036544799805,1
" I was still sitting in the shower, and my head was wet with sweat. Secret",66.15934753417969,-0.10956501960754395,60.60796356201172,7.340925035978619,44.05036544799805,0
" I was still sitting in the shower, and my head was wet with sweat. Secret",66.15934753417969,-0.10956501960754395,54.439605712890625,8.471220317639803,76.05001831054688,0
" I was still sitting in the shower, and my head was wet with sweat. RELATED",66.15934753417969,-0.10956501960754395,66.30590057373047,10.38060816714638,76.05001831054688,0
" I was still sitting in the shower, and my head was wet with sweat. Secret",66.15934753417969,-0.10956501960754395,54.4395637512207,9.780477744654606,76.05001831054688,0
" I was still sitting in the shower, and my head was wet with sweat. Secret",66.15934753417969,-0.10956501960754395,54.43959045410156,9.887605365953947,76.05001831054688,0
" I was still sitting in the shower, and my head was wet with sweat. Secret",66.15934753417969,-0.10956501960754395,54.43955993652344,9.680924907483552,76.05001831054688,1
" I was still sitting in the shower, and my head was wet with sweat. Fire",69.09931945800781,-0.19276469945907593,98.78716278076172,7.856716437088815,76.05001831054688,0
