Decoded Text,Fluency Loss,Sentiment Loss,Potential Energy,Kinetic Energy,Lambda,Accepted
" called ""Cape Town: The Story of a Traveller in the United States"" and it is available for purchase from Amazon. The book is also available for free download at the following",71.43389892578125,-0.16878992319107056,69.74600219726562,4.669997426625845,10.0,1
" called ""Cape Town: The Story of a Traveller in the United States"" and it is available for purchase from Amazon. The book is also available for free download at the following",71.43389892578125,-0.16878992319107056,69.74594116210938,12.91543232685811,10.0,0
" called ""Cape Town™: The Story of a Traveller in the United States"" and it is available for purchase from Amazon. The book is also available for free download at thelass",71.43389892578125,-0.16878992319107056,93.71512603759766,16.897268264358107,9.966241836547852,0
" called ""Cape Town: The Story of the Traveller in the United States"" and it is available for purchase from Amazon. The book is also available for free download at the following",71.43389892578125,-0.16878992319107056,71.531005859375,11.027007231841218,9.966241836547852,0
" called ""Cape Town: The Story of the Traveller in the United States"" and it is available for purchase from Amazon. The book is also available for free download at the following",71.43389892578125,-0.16878992319107056,71.53104400634766,10.15587917018581,9.966241836547852,0
" called ""Cape Town: The Story of a Traveller in the United States"" and the is available for purchase from Amazon. The book is also available for free download at the following",71.43389892578125,-0.16878992319107056,79.92341613769531,20.890854624155406,9.966241836547852,0
" called ""Cape Town: The Story of a Traveller in the United States"" and it is available for purchase from Amazon. The book is also available for free download at the following",71.43389892578125,-0.16878992319107056,69.7516860961914,10.69497994087838,9.966241836547852,0
" called ""Cape Town: The Story of the Traveller in the United States"" and it is available for purchase from Amazon. The book is also available for free download at the following",71.43389892578125,-0.16878992319107056,71.5309829711914,10.711945734797299,9.966241836547852,0
" called ""Cape Town: The Story of a Traveller in the United States"" and it is available for purchase from Amazon. The book is also available for free download at the following",71.43389892578125,-0.16878992319107056,69.75161743164062,11.103862700591216,9.966241836547852,0
" called ""Cape Town: The Story of a Traveller in the United States"" and it is available for purchase from Amazon. The book is also available for free download at the following",71.43389892578125,-0.16878992319107056,69.75159454345703,13.09648701435811,9.966241836547852,0
" called ""Cape Town: The Story of a Traveller in the United States"" and it's available for purchase from Amazon. The book is also available for free download at the following",71.43389892578125,-0.16878992319107056,71.83587646484375,10.181866290118244,9.966241836547852,0
" calledISMCape Town: Thetty of a Traveller in the United States"" and it is available for purchase from Amazon. The book is also available for free download at the following",71.43389892578125,-0.16878992319107056,124.7635269165039,8.614680769636825,9.966241836547852,0
" called ""Cape Town: The Story of a Traveller in the United States"" and it is available for purchase from Amazon. The book is also available for free download at the following",71.43389892578125,-0.16878992319107056,70.4337158203125,15.008717799831082,5.925506591796875,0
" called ""Cape TownENA The Story of a Traveller in the United States"" and it is available for purchase from Amazon. The book is also available for free download at the following",71.43389892578125,-0.16878992319107056,97.20604705810547,14.448574746621622,5.925506591796875,0
" called ""Cape Town: The Story of a Traveller in the United States"" and it is available for purchase from Amazon. The book is also available for free download at the following",71.43389892578125,-0.16878992319107056,70.43368530273438,13.119116870777027,5.925506591796875,0
" bracket ""Cape Town: The Story of a Traveller in the United States"" and it is available for purchase from Amazon. The book is also available for free download at the following",71.43389892578125,-0.16878992319107056,97.03950500488281,10.725918496621622,5.925506591796875,0
"wark ""Cape Town: The Story of a Traveller in the United States"" and it is available for purchase from Amazon. The book is also available for free download at the following",71.43389892578125,-0.16878992319107056,98.40264129638672,15.732556482263515,5.925506591796875,0
" called ""Cape Town: The Story of a Traveller, the United States"" and it is available for purchase from Amazon. The book is also available for free download at the following",71.43389892578125,-0.16878992319107056,77.3824462890625,11.527404455236487,5.925506591796875,0
" calledbathpeeape Town: The Story of a Traveller in the United States"" and it is available for purchase from Amazon. The book is also available for free download at the following",71.43389892578125,-0.16878992319107056,109.74586486816406,11.264794921875001,5.925506591796875,0
" called ""Cape Town: The Story of a Traveller in the United States"" and it is available for purchase from Amazon. The book is also available for free download at the following",71.43389892578125,-0.16878992319107056,70.4337387084961,14.112496040962839,5.925506591796875,0
" called ""Cape Town: The Story of a Traveller in the United States"" and it is available for purchase from Amazon. The book is also available for free download at the following",71.43389892578125,-0.16878992319107056,70.4336929321289,12.424658203125,5.925506591796875,0
" called ""Cape Town: The Story of a Traveller in the United States"" and it is available for purchase from Amazon. The book is also available for free download at the following",71.43389892578125,-0.16878992319107056,70.43372344970703,12.773202597128378,5.925506591796875,0
" called ""Cape Town: The Story of a Traveller in the United States"" and it is available for purchase from Amazon. The book is also available for free download at the following",71.43389892578125,-0.16878992319107056,71.43386840820312,13.64725242820946,0.0,0
" called ""Cape Town: The Story of a Traveller in the United States"" and it is available for purchase from Amazon. The book is also available for free download at the following",71.43389892578125,-0.16878992319107056,71.43386840820312,8.703964315878379,0.0,0
" called ""Cape Town: The Story of a Traveller in the United States"" and it is available for purchase from Amazon. The book is also available for free download at the following",71.43389892578125,-0.16878992319107056,71.43384552001953,10.469320101351352,0.0,0
" called ""Cape Town: The Story of a Traveller in the United States"" and it is available for purchase from Amazon. The book is also available for free download at the following",71.43389892578125,-0.16878992319107056,71.43387603759766,14.857860008445947,0.0,0
" called ""Cape Town: The Story of a Traveller in the United States"" and it is available for purchase from Amazon. The book is also available for free download at the following",71.43389892578125,-0.16878992319107056,71.43382263183594,16.288658678209462,0.0,0
" called ""Cape Town: The Story of a Traveller in the United States"" and it is available for purchase from Amazon. The book is also available for free download at the following",71.43389892578125,-0.16878992319107056,71.43382263183594,9.24554344383446,0.0,0
" called ""Cape Town: The Story of a Traveller in the United States"" and it is available for purchase from Amazon. The book is also available for free download at the following",71.43389892578125,-0.16878992319107056,71.43384552001953,12.634047719594596,0.0,0
" called ""Streetape Town,... The Story of a Traveller in the United States"" and it is available for purchase from Amazon. The book is also available for free download at the following",71.43389892578125,-0.16878992319107056,109.29584503173828,10.479167546452704,0.0,0
" called ""Cape Town: The Story of a Traveller in the United States"" and it is available for purchase from Amazon. The book is also available for free download at the following",71.43389892578125,-0.16878992319107056,71.43386840820312,12.16887668918919,0.0,0
" called ""Cape Town: The Story of a Traveller in the United States"" and it is available for purchase from Amazon. The book is also available for free download at the following",71.43389892578125,-0.16878992319107056,71.43383026123047,10.12152660472973,0.0,0
" called ""Cape Town: The Story of a Traveller in the United States"" and it is available for purchase from Amazon. The book is also available for free download at the following",71.43389892578125,-0.16878992319107056,71.433837890625,10.454771299619933,0.0,0
" haste ""Cape Town: The Story of a Traveller in the United States"" and it is available for purchase from Amazon. The book is also available for free download at the following",71.43389892578125,-0.16878992319107056,98.03834533691406,8.646474477407095,0.0,0
" called ""Cape Town: The Story of a Traveller in the United States"" and it is available for purchase from Amazon. The book is also available for free download at the following",71.43389892578125,-0.16878992319107056,71.43385314941406,8.043233345650338,0.0,0
" called ""Cape Town: The Story of a Traveller in the United States"" and it is available for purchase from Amazon. The book is also available for free download at the following",71.43389892578125,-0.16878992319107056,71.43385314941406,15.062010399070946,0.0,0
" called ""Cape Town: The Story of the Traveller in the United States"" and it is available for purchase from Amazon. The book is also available for free download at the following",71.43389892578125,-0.16878992319107056,73.18977355957031,10.61904758762669,0.0,0
" called ""Cape Town: The Story of a Traveller in the United States"" and it is available for purchase from Amazon. The book is also available for free download at the following",71.43389892578125,-0.16878992319107056,71.43386840820312,18.464149598817567,0.0,0
" called ""Cape Townmania The Story of a Traveller in the United States"" and it is available for purchase from Amazon. The book is also available for free download at the following",71.43389892578125,-0.16878992319107056,91.33011627197266,9.929881492820947,0.0,0
" called ""Cape Townmanship The Story of a Traveller in the United States"" and it is available for purchase from Amazon. The book is also available for free download at the following",71.43389892578125,-0.16878992319107056,96.16973876953125,10.721950221706082,0.0,0
" called ""Cape Town: The Story of a Traveller in the United States"" and it is available for purchase from Amazon. The book is also available for free download at the following",71.43389892578125,-0.16878992319107056,71.43389892578125,12.071669130067567,0.0,0
" called ""Cape Gaal: The Story of a Traveller in the United States"" and it is available for purchase from Amazon. The book is also available for free download at the following",71.43389892578125,-0.16878992319107056,85.703857421875,11.878505067567568,0.0,0
" called ""Cape Town: The Story of a Traveller in the United States"" and it is available for purchase from Amazon. The book is also available for free download at the following",71.43389892578125,-0.16878992319107056,71.43385314941406,13.181857052364865,0.0,0
" called ""Cape Town: The Story of a Traveller in the United States"" and it is available for purchase from Amazon. The book is also available for free download at the following",71.43389892578125,-0.16878992319107056,71.43388366699219,13.007039168074325,0.0,0
" called ""Cape Town: The Story of a Traveller in the United States"" and it is available for purchase from Amazon. The book is also available for free download at the following",71.43389892578125,-0.16878992319107056,71.43386840820312,12.226885821368244,0.0,0
" called ""Cape Town: The Story of a Traveller in the United States"" and it is available for purchase from Amazon. The book is also available for free download at the following",71.43389892578125,-0.16878992319107056,71.43389892578125,11.788956925675677,0.0,0
" called MahjongCape Town: The Story of a Traveller in the United States"" and it is available for purchase from Amazon. The book is also available for free download at the following",71.43389892578125,-0.16878992319107056,101.87962341308594,13.341886613175676,0.0,0
" called ""Cape Town: The Story of a Traveller in the United States"" and it is available for purchase from Amazon. The book is also available for free download at the following",71.43389892578125,-0.16878992319107056,71.43379211425781,9.771682326858109,0.0,0
" called ""Cape Town: The Story of a Traveller in the United States"" and it is available for purchase from Amazon. The book is also available for free download at the following",71.43389892578125,-0.16878992319107056,71.43389892578125,7.948878272804055,0.0,0
